sample_id,Municipalities and Local Governments,Public Health Authorities,Forestry Services and Landowners,Environmental NGOs,General Public and Community Groups
30,62.792057923126606,62.792057923126606,62.792057923126606,62.792057923126606,62.792057923126606
31,62.29373734002901,62.29373734002901,62.29373734002901,62.29373734002901,62.29373734002901
32,61.63851436820699,61.63851436820699,61.63851436820699,61.63851436820699,61.63851436820699
33,64.91764889975599,64.91764889975599,64.91764889975599,64.91764889975599,64.91764889975599
34,68.66542276641533,68.66542276641533,68.66542276641533,68.66542276641533,68.66542276641533
35,61.52022406878413,61.52022406878413,61.52022406878413,61.52022406878413,61.52022406878413
36,64.97792429389823,64.97792429389823,64.97792429389823,64.97792429389823,64.97792429389823
37,65.90831565363712,65.90831565363712,65.90831565363712,65.90831565363712,65.90831565363712
38,63.215072592442795,63.215072592442795,63.215072592442795,63.215072592442795,63.215072592442795
39,62.31167616540837,62.31167616540837,62.31167616540837,62.31167616540837,62.31167616540837
40,59.42953823316492,59.42953823316492,59.42953823316492,59.42953823316492,59.42953823316492
41,63.0402378136648,63.0402378136648,63.0402378136648,63.0402378136648,63.0402378136648
42,60.388976749612915,60.388976749612915,60.388976749612915,60.388976749612915,60.388976749612915
43,62.70719686343133,62.70719686343133,62.70719686343133,62.70719686343133,62.70719686343133
44,62.419532938388336,62.419532938388336,62.419532938388336,62.419532938388336,62.419532938388336
45,59.25305132844817,59.25305132844817,59.25305132844817,59.25305132844817,59.25305132844817
46,58.519099850002064,58.519099850002064,58.519099850002064,58.519099850002064,58.519099850002064
47,69.0909815663811,69.0909815663811,69.0909815663811,69.0909815663811,69.0909815663811
48,60.241407761266665,60.241407761266665,60.241407761266665,60.241407761266665,60.241407761266665
49,69.44539106371492,69.44539106371492,69.44539106371492,69.44539106371492,69.44539106371492
50,65.6717086095321,65.6717086095321,65.6717086095321,65.6717086095321,65.6717086095321
51,66.06626524786574,66.06626524786574,66.06626524786574,66.06626524786574,66.06626524786574
52,66.33446258672691,66.33446258672691,66.33446258672691,66.33446258672691,66.33446258672691
53,66.01912508622026,66.01912508622026,66.01912508622026,66.01912508622026,66.01912508622026
54,65.03313828805835,65.03313828805835,65.03313828805835,65.03313828805835,65.03313828805835
55,60.83810906142775,60.83810906142775,60.83810906142775,60.83810906142775,60.83810906142775
56,62.29408561554262,62.29408561554262,62.29408561554262,62.29408561554262,62.29408561554262
57,68.76593544796849,68.76593544796849,68.76593544796849,68.76593544796849,68.76593544796849
58,64.34264358254777,64.34264358254777,64.34264358254777,64.34264358254777,64.34264358254777
59,66.91094906593992,66.91094906593992,66.91094906593992,66.91094906593992,66.91094906593992
60,67.98409507804983,67.98409507804983,67.98409507804983,67.98409507804983,67.98409507804983
61,59.7758306732389,59.7758306732389,59.7758306732389,59.7758306732389,59.7758306732389
62,64.77923181579582,64.77923181579582,64.77923181579582,64.77923181579582,64.77923181579582
63,65.80969883335709,65.80969883335709,65.80969883335709,65.80969883335709,65.80969883335709
64,60.437675037213495,60.437675037213495,60.437675037213495,60.437675037213495,60.437675037213495
65,67.43869187508973,67.43869187508973,67.43869187508973,67.43869187508973,67.43869187508973
66,69.41071918700554,69.41071918700554,69.41071918700554,69.41071918700554,69.41071918700554
67,60.9448211442539,60.9448211442539,60.9448211442539,60.9448211442539,60.9448211442539
68,66.75130908120039,66.75130908120039,66.75130908120039,66.75130908120039,66.75130908120039
69,67.70689361669801,67.70689361669801,67.70689361669801,67.70689361669801,67.70689361669801
70,69.37736902036022,69.37736902036022,69.37736902036022,69.37736902036022,69.37736902036022
71,66.06453088019977,66.06453088019977,66.06453088019977,66.06453088019977,66.06453088019977
72,68.37182761474398,68.37182761474398,68.37182761474398,68.37182761474398,68.37182761474398
73,70.2459880288399,70.2459880288399,70.2459880288399,70.2459880288399,70.2459880288399
74,63.54566835861832,63.54566835861832,63.54566835861832,63.54566835861832,63.54566835861832
75,58.51413017747724,58.51413017747724,58.51413017747724,58.51413017747724,58.51413017747724
76,65.62366750276003,65.62366750276003,65.62366750276003,65.62366750276003,65.62366750276003
77,59.37288137029815,59.37288137029815,59.37288137029815,59.37288137029815,59.37288137029815
78,68.87958683245475,68.87958683245475,68.87958683245475,68.87958683245475,68.87958683245475
79,58.89473014697326,58.89473014697326,58.89473014697326,58.89473014697326,58.89473014697326
80,68.4573473019769,68.4573473019769,68.4573473019769,68.4573473019769,68.4573473019769
81,61.862939969806284,61.862939969806284,61.862939969806284,61.862939969806284,61.862939969806284
82,67.31793711768063,67.31793711768063,67.31793711768063,67.31793711768063,67.31793711768063
83,60.26242023308123,60.26242023308123,60.26242023308123,60.26242023308123,60.26242023308123
84,60.626247331870985,60.626247331870985,60.626247331870985,60.626247331870985,60.626247331870985
85,71.19207435404543,71.19207435404543,71.19207435404543,71.19207435404543,71.19207435404543
86,66.08120516847181,66.08120516847181,66.08120516847181,66.08120516847181,66.08120516847181
87,62.82641256454911,62.82641256454911,62.82641256454911,62.82641256454911,62.82641256454911
88,66.82451735243004,66.82451735243004,66.82451735243004,66.82451735243004,66.82451735243004
89,64.1720302037189,64.1720302037189,64.1720302037189,64.1720302037189,64.1720302037189
90,61.883112976751626,61.883112976751626,61.883112976751626,61.883112976751626,61.883112976751626
91,63.88298695428605,63.88298695428605,63.88298695428605,63.88298695428605,63.88298695428605
92,69.87278694176136,69.87278694176136,69.87278694176136,69.87278694176136,69.87278694176136
93,62.76375906018228,62.76375906018228,62.76375906018228,62.76375906018228,62.76375906018228
94,69.43708334241865,69.43708334241865,69.43708334241865,69.43708334241865,69.43708334241865
95,60.23418276487616,60.23418276487616,60.23418276487616,60.23418276487616,60.23418276487616
96,68.14272049250967,68.14272049250967,68.14272049250967,68.14272049250967,68.14272049250967
97,66.88789157021296,66.88789157021296,66.88789157021296,66.88789157021296,66.88789157021296
98,71.00844436404357,71.00844436404357,71.00844436404357,71.00844436404357,71.00844436404357
99,62.93063710410354,62.93063710410354,62.93063710410354,62.93063710410354,62.93063710410354
100,61.79635897269514,61.79635897269514,61.79635897269514,61.79635897269514,61.79635897269514
101,63.11018099342327,63.11018099342327,63.11018099342327,63.11018099342327,63.11018099342327
102,68.18426551646638,68.18426551646638,68.18426551646638,68.18426551646638,68.18426551646638
103,59.16422850791704,59.16422850791704,59.16422850791704,59.16422850791704,59.16422850791704
104,63.034092686163476,63.034092686163476,63.034092686163476,63.034092686163476,63.034092686163476
105,63.848310335378684,63.848310335378684,63.848310335378684,63.848310335378684,63.848310335378684
106,69.24627268619344,69.24627268619344,69.24627268619344,69.24627268619344,69.24627268619344
107,67.56222916753808,67.56222916753808,67.56222916753808,67.56222916753808,67.56222916753808
108,64.70436174582936,64.70436174582936,64.70436174582936,64.70436174582936,64.70436174582936
109,59.35263912830127,59.35263912830127,59.35263912830127,59.35263912830127,59.35263912830127
110,61.46345531105463,61.46345531105463,61.46345531105463,61.46345531105463,61.46345531105463
111,58.791298979006214,58.791298979006214,58.791298979006214,58.791298979006214,58.791298979006214
112,69.48945497474955,69.48945497474955,69.48945497474955,69.48945497474955,69.48945497474955
113,60.06399354254734,60.06399354254734,60.06399354254734,60.06399354254734,60.06399354254734
114,68.18305225356278,68.18305225356278,68.18305225356278,68.18305225356278,68.18305225356278
115,68.68972987672622,68.68972987672622,68.68972987672622,68.68972987672622,68.68972987672622
116,65.81818716653764,65.81818716653764,65.81818716653764,65.81818716653764,65.81818716653764
117,59.986774138530585,59.986774138530585,59.986774138530585,59.986774138530585,59.986774138530585
118,64.59748110183978,64.59748110183978,64.59748110183978,64.59748110183978,64.59748110183978
119,62.22099957667487,62.22099957667487,62.22099957667487,62.22099957667487,62.22099957667487
120,69.72500705782363,69.72500705782363,69.72500705782363,69.72500705782363,69.72500705782363
121,59.2427407458526,59.2427407458526,59.2427407458526,59.2427407458526,59.2427407458526
122,68.88071110858085,68.88071110858085,68.88071110858085,68.88071110858085,68.88071110858085
123,69.18859486875489,69.18859486875489,69.18859486875489,69.18859486875489,69.18859486875489
124,66.73099006668674,66.73099006668674,66.73099006668674,66.73099006668674,66.73099006668674
125,68.01123078016968,68.01123078016968,68.01123078016968,68.01123078016968,68.01123078016968
126,67.64654339517854,67.64654339517854,67.64654339517854,67.64654339517854,67.64654339517854
127,59.415439321108025,59.415439321108025,59.415439321108025,59.415439321108025,59.415439321108025
128,63.05344032479263,63.05344032479263,63.05344032479263,63.05344032479263,63.05344032479263
129,58.54754147949063,58.54754147949063,58.54754147949063,58.54754147949063,58.54754147949063
130,70.59556389135903,70.59556389135903,70.59556389135903,70.59556389135903,70.59556389135903
131,62.026704489954646,62.026704489954646,62.026704489954646,62.026704489954646,62.026704489954646
132,69.64702895563674,69.64702895563674,69.64702895563674,69.64702895563674,69.64702895563674
133,67.85176888082958,67.85176888082958,67.85176888082958,67.85176888082958,67.85176888082958
134,68.48479425558648,68.48479425558648,68.48479425558648,68.48479425558648,68.48479425558648
135,61.25830129708614,61.25830129708614,61.25830129708614,61.25830129708614,61.25830129708614
136,65.27858544702465,65.27858544702465,65.27858544702465,65.27858544702465,65.27858544702465
137,64.69940282955756,64.69940282955756,64.69940282955756,64.69940282955756,64.69940282955756
138,66.04785259375699,66.04785259375699,66.04785259375699,66.04785259375699,66.04785259375699
139,61.18853118737209,61.18853118737209,61.18853118737209,61.18853118737209,61.18853118737209
140,67.86915043123554,67.86915043123554,67.86915043123554,67.86915043123554,67.86915043123554
141,69.57666588149986,69.57666588149986,69.57666588149986,69.57666588149986,69.57666588149986
142,65.48075250982717,65.48075250982717,65.48075250982717,65.48075250982717,65.48075250982717
143,66.45026018677625,66.45026018677625,66.45026018677625,66.45026018677625,66.45026018677625
144,69.82724503175656,69.82724503175656,69.82724503175656,69.82724503175656,69.82724503175656
145,62.754405970132346,62.754405970132346,62.754405970132346,62.754405970132346,62.754405970132346
146,63.47549785105966,63.47549785105966,63.47549785105966,63.47549785105966,63.47549785105966
147,59.66142652010829,59.66142652010829,59.66142652010829,59.66142652010829,59.66142652010829
148,66.9227955138722,66.9227955138722,66.9227955138722,66.9227955138722,66.9227955138722
149,61.44854925676103,61.44854925676103,61.44854925676103,61.44854925676103,61.44854925676103
150,63.65650118300337,63.65650118300337,63.65650118300337,63.65650118300337,63.65650118300337
151,64.59044581131528,64.59044581131528,64.59044581131528,64.59044581131528,64.59044581131528
152,68.81416144189967,68.81416144189967,68.81416144189967,68.81416144189967,68.81416144189967
153,68.81202159222696,68.81202159222696,68.81202159222696,68.81202159222696,68.81202159222696
154,67.73268152464954,67.73268152464954,67.73268152464954,67.73268152464954,67.73268152464954
155,67.28599721104715,67.28599721104715,67.28599721104715,67.28599721104715,67.28599721104715
156,58.82481389870933,58.82481389870933,58.82481389870933,58.82481389870933,58.82481389870933
157,58.87296984440661,58.87296984440661,58.87296984440661,58.87296984440661,58.87296984440661
158,63.53808981480303,63.53808981480303,63.53808981480303,63.53808981480303,63.53808981480303
159,68.42361244732135,68.42361244732135,68.42361244732135,68.42361244732135,68.42361244732135
160,58.53881082410697,58.53881082410697,58.53881082410697,58.53881082410697,58.53881082410697
161,68.96375937044354,68.96375937044354,68.96375937044354,68.96375937044354,68.96375937044354
162,67.20346880639475,67.20346880639475,67.20346880639475,67.20346880639475,67.20346880639475
163,59.20155895125452,59.20155895125452,59.20155895125452,59.20155895125452,59.20155895125452
164,66.12079337877265,66.12079337877265,66.12079337877265,66.12079337877265,66.12079337877265
165,67.15493651312278,67.15493651312278,67.15493651312278,67.15493651312278,67.15493651312278
166,66.25969761597517,66.25969761597517,66.25969761597517,66.25969761597517,66.25969761597517
167,65.33689855202688,65.33689855202688,65.33689855202688,65.33689855202688,65.33689855202688
168,65.71627719484668,65.71627719484668,65.71627719484668,65.71627719484668,65.71627719484668
169,69.82237490324655,69.82237490324655,69.82237490324655,69.82237490324655,69.82237490324655
170,63.236186934784925,63.236186934784925,63.236186934784925,63.236186934784925,63.236186934784925
171,61.22219894465849,61.22219894465849,61.22219894465849,61.22219894465849,61.22219894465849
172,70.63854723061982,70.63854723061982,70.63854723061982,70.63854723061982,70.63854723061982
173,58.54250720102868,58.54250720102868,58.54250720102868,58.54250720102868,58.54250720102868
174,60.21831040610714,60.21831040610714,60.21831040610714,60.21831040610714,60.21831040610714
175,68.25462202581666,68.25462202581666,68.25462202581666,68.25462202581666,68.25462202581666
176,67.37526138235914,67.37526138235914,67.37526138235914,67.37526138235914,67.37526138235914
177,69.74141863481643,69.74141863481643,69.74141863481643,69.74141863481643,69.74141863481643
178,60.44410186611278,60.44410186611278,60.44410186611278,60.44410186611278,60.44410186611278
179,65.72142007293098,65.72142007293098,65.72142007293098,65.72142007293098,65.72142007293098
180,70.76216962115018,70.76216962115018,70.76216962115018,70.76216962115018,70.76216962115018
181,62.15844850162786,62.15844850162786,62.15844850162786,62.15844850162786,62.15844850162786
182,62.53497518870372,62.53497518870372,62.53497518870372,62.53497518870372,62.53497518870372
183,69.82966157402902,69.82966157402902,69.82966157402902,69.82966157402902,69.82966157402902
184,66.2439989720392,66.2439989720392,66.2439989720392,66.2439989720392,66.2439989720392
185,60.60151108105103,60.60151108105103,60.60151108105103,60.60151108105103,60.60151108105103
186,67.37066347823142,67.37066347823142,67.37066347823142,67.37066347823142,67.37066347823142
187,65.01798890911058,65.01798890911058,65.01798890911058,65.01798890911058,65.01798890911058
188,69.81220405547616,69.81220405547616,69.81220405547616,69.81220405547616,69.81220405547616
189,61.65140633485627,61.65140633485627,61.65140633485627,61.65140633485627,61.65140633485627
190,61.437363411421785,61.437363411421785,61.437363411421785,61.437363411421785,61.437363411421785
191,70.51586262154593,70.51586262154593,70.51586262154593,70.51586262154593,70.51586262154593
192,64.70558060846409,64.70558060846409,64.70558060846409,64.70558060846409,64.70558060846409
193,69.46539916889857,69.46539916889857,69.46539916889857,69.46539916889857,69.46539916889857
194,68.45924023734672,68.45924023734672,68.45924023734672,68.45924023734672,68.45924023734672
195,69.1372556413935,69.1372556413935,69.1372556413935,69.1372556413935,69.1372556413935
196,68.40014343862123,68.40014343862123,68.40014343862123,68.40014343862123,68.40014343862123
197,63.762639600838504,63.762639600838504,63.762639600838504,63.762639600838504,63.762639600838504
198,70.10041753345581,70.10041753345581,70.10041753345581,70.10041753345581,70.10041753345581
199,67.72446102504988,67.72446102504988,67.72446102504988,67.72446102504988,67.72446102504988
200,61.37580614017295,61.37580614017295,61.37580614017295,61.37580614017295,61.37580614017295
201,66.72919453363252,66.72919453363252,66.72919453363252,66.72919453363252,66.72919453363252
202,58.975587529599785,58.975587529599785,58.975587529599785,58.975587529599785,58.975587529599785
203,59.99772475391972,59.99772475391972,59.99772475391972,59.99772475391972,59.99772475391972
204,66.27820891735442,66.27820891735442,66.27820891735442,66.27820891735442,66.27820891735442
205,62.65620785982943,62.65620785982943,62.65620785982943,62.65620785982943,62.65620785982943
206,59.26175653901692,59.26175653901692,59.26175653901692,59.26175653901692,59.26175653901692
207,63.38460642878235,63.38460642878235,63.38460642878235,63.38460642878235,63.38460642878235
208,70.30810192824976,70.30810192824976,70.30810192824976,70.30810192824976,70.30810192824976
209,71.01289954049003,71.01289954049003,71.01289954049003,71.01289954049003,71.01289954049003
210,64.45990491662356,64.45990491662356,64.45990491662356,64.45990491662356,64.45990491662356
211,69.34449663202305,69.34449663202305,69.34449663202305,69.34449663202305,69.34449663202305
212,64.70117579157831,64.70117579157831,64.70117579157831,64.70117579157831,64.70117579157831
213,63.18981285462211,63.18981285462211,63.18981285462211,63.18981285462211,63.18981285462211
214,61.31073441741677,61.31073441741677,61.31073441741677,61.31073441741677,61.31073441741677
215,68.65600662116341,68.65600662116341,68.65600662116341,68.65600662116341,68.65600662116341
216,65.91394934950111,65.91394934950111,65.91394934950111,65.91394934950111,65.91394934950111
217,58.96890769182625,58.96890769182625,58.96890769182625,58.96890769182625,58.96890769182625
218,63.56194312729241,63.56194312729241,63.56194312729241,63.56194312729241,63.56194312729241
219,64.36955193923762,64.36955193923762,64.36955193923762,64.36955193923762,64.36955193923762
220,60.872446745634576,60.872446745634576,60.872446745634576,60.872446745634576,60.872446745634576
221,70.95611908321963,70.95611908321963,70.95611908321963,70.95611908321963,70.95611908321963
222,59.234592431832645,59.234592431832645,59.234592431832645,59.234592431832645,59.234592431832645
223,70.32802433079547,70.32802433079547,70.32802433079547,70.32802433079547,70.32802433079547
224,68.13708546536351,68.13708546536351,68.13708546536351,68.13708546536351,68.13708546536351
225,67.55992581069229,67.55992581069229,67.55992581069229,67.55992581069229,67.55992581069229
226,61.20788765192595,61.20788765192595,61.20788765192595,61.20788765192595,61.20788765192595
227,67.53441733412417,67.53441733412417,67.53441733412417,67.53441733412417,67.53441733412417
228,60.909927680298495,60.909927680298495,60.909927680298495,60.909927680298495,60.909927680298495
229,66.5954472775163,66.5954472775163,66.5954472775163,66.5954472775163,66.5954472775163
230,70.52571802759101,70.52571802759101,70.52571802759101,70.52571802759101,70.52571802759101
231,61.504713150761134,61.504713150761134,61.504713150761134,61.504713150761134,61.504713150761134
232,67.58083584967285,67.58083584967285,67.58083584967285,67.58083584967285,67.58083584967285
233,60.893960088465555,60.893960088465555,60.893960088465555,60.893960088465555,60.893960088465555
234,63.58431278318981,63.58431278318981,63.58431278318981,63.58431278318981,63.58431278318981
235,63.262962379679095,63.262962379679095,63.262962379679095,63.262962379679095,63.262962379679095
236,68.26999839333402,68.26999839333402,68.26999839333402,68.26999839333402,68.26999839333402
237,65.6286632482953,65.6286632482953,65.6286632482953,65.6286632482953,65.6286632482953
238,66.69466246178419,66.69466246178419,66.69466246178419,66.69466246178419,66.69466246178419
239,63.86134958426796,63.86134958426796,63.86134958426796,63.86134958426796,63.86134958426796
240,71.1906612705385,71.1906612705385,71.1906612705385,71.1906612705385,71.1906612705385
241,63.035980486603826,63.035980486603826,63.035980486603826,63.035980486603826,63.035980486603826
242,67.19663994489173,67.19663994489173,67.19663994489173,67.19663994489173,67.19663994489173
243,61.23719332620092,61.23719332620092,61.23719332620092,61.23719332620092,61.23719332620092
244,65.0824530798986,65.0824530798986,65.0824530798986,65.0824530798986,65.0824530798986
245,70.09256637101107,70.09256637101107,70.09256637101107,70.09256637101107,70.09256637101107
246,63.695276621990374,63.695276621990374,63.695276621990374,63.695276621990374,63.695276621990374
247,69.89184202173435,69.89184202173435,69.89184202173435,69.89184202173435,69.89184202173435
248,68.00434506503579,68.00434506503579,68.00434506503579,68.00434506503579,68.00434506503579
249,63.55062308620005,63.55062308620005,63.55062308620005,63.55062308620005,63.55062308620005
250,66.94780338442713,66.94780338442713,66.94780338442713,66.94780338442713,66.94780338442713
251,62.30556060234895,62.30556060234895,62.30556060234895,62.30556060234895,62.30556060234895
252,69.1949764560746,69.1949764560746,69.1949764560746,69.1949764560746,69.1949764560746
253,68.31190452500832,68.31190452500832,68.31190452500832,68.31190452500832,68.31190452500832
254,65.43075207091279,65.43075207091279,65.43075207091279,65.43075207091279,65.43075207091279
255,63.853879090888626,63.853879090888626,63.853879090888626,63.853879090888626,63.853879090888626
256,71.43944405557762,71.43944405557762,71.43944405557762,71.43944405557762,71.43944405557762
257,64.2154259053109,64.2154259053109,64.2154259053109,64.2154259053109,64.2154259053109
258,61.2013647820057,61.2013647820057,61.2013647820057,61.2013647820057,61.2013647820057
259,65.57630742733144,65.57630742733144,65.57630742733144,65.57630742733144,65.57630742733144
260,59.003643789644634,59.003643789644634,59.003643789644634,59.003643789644634,59.003643789644634
261,66.58903245485806,66.58903245485806,66.58903245485806,66.58903245485806,66.58903245485806
262,69.04682382175162,69.04682382175162,69.04682382175162,69.04682382175162,69.04682382175162
263,69.51241235156135,69.51241235156135,69.51241235156135,69.51241235156135,69.51241235156135
264,67.5762235957405,67.5762235957405,67.5762235957405,67.5762235957405,67.5762235957405
265,67.88818618274158,67.88818618274158,67.88818618274158,67.88818618274158,67.88818618274158
266,58.600674433071454,58.600674433071454,58.600674433071454,58.600674433071454,58.600674433071454
267,65.51450874818664,65.51450874818664,65.51450874818664,65.51450874818664,65.51450874818664
268,70.90678504381897,70.90678504381897,70.90678504381897,70.90678504381897,70.90678504381897
269,65.57163031271544,65.57163031271544,65.57163031271544,65.57163031271544,65.57163031271544
270,66.39823569011557,66.39823569011557,66.39823569011557,66.39823569011557,66.39823569011557
271,62.651700496576964,62.651700496576964,62.651700496576964,62.651700496576964,62.651700496576964
272,67.84764613171701,67.84764613171701,67.84764613171701,67.84764613171701,67.84764613171701
273,60.618740755189684,60.618740755189684,60.618740755189684,60.618740755189684,60.618740755189684
274,68.07708249433293,68.07708249433293,68.07708249433293,68.07708249433293,68.07708249433293
275,62.78496808269331,62.78496808269331,62.78496808269331,62.78496808269331,62.78496808269331
276,62.36287089822741,62.36287089822741,62.36287089822741,62.36287089822741,62.36287089822741
277,64.11601196106447,64.11601196106447,64.11601196106447,64.11601196106447,64.11601196106447
278,61.080642310309884,61.080642310309884,61.080642310309884,61.080642310309884,61.080642310309884
279,62.03343801622904,62.03343801622904,62.03343801622904,62.03343801622904,62.03343801622904
280,65.63043666201142,65.63043666201142,65.63043666201142,65.63043666201142,65.63043666201142
281,62.29680574717793,62.29680574717793,62.29680574717793,62.29680574717793,62.29680574717793
282,64.4524320286661,64.4524320286661,64.4524320286661,64.4524320286661,64.4524320286661
283,71.41688570216705,71.41688570216705,71.41688570216705,71.41688570216705,71.41688570216705
284,66.2288219342432,66.2288219342432,66.2288219342432,66.2288219342432,66.2288219342432
285,58.79939834845148,58.79939834845148,58.79939834845148,58.79939834845148,58.79939834845148
286,60.68273637425801,60.68273637425801,60.68273637425801,60.68273637425801,60.68273637425801
287,67.30905037466015,67.30905037466015,67.30905037466015,67.30905037466015,67.30905037466015
288,64.89197390158853,64.89197390158853,64.89197390158853,64.89197390158853,64.89197390158853
289,66.96365203699176,66.96365203699176,66.96365203699176,66.96365203699176,66.96365203699176
290,63.188483240174726,63.188483240174726,63.188483240174726,63.188483240174726,63.188483240174726
291,59.28142098473597,59.28142098473597,59.28142098473597,59.28142098473597,59.28142098473597
292,60.83576564487171,60.83576564487171,60.83576564487171,60.83576564487171,60.83576564487171
293,64.74817402256139,64.74817402256139,64.74817402256139,64.74817402256139,64.74817402256139
294,69.41216869627358,69.41216869627358,69.41216869627358,69.41216869627358,69.41216869627358
295,59.331092484687986,59.331092484687986,59.331092484687986,59.331092484687986,59.331092484687986
296,61.14240243827407,61.14240243827407,61.14240243827407,61.14240243827407,61.14240243827407
297,65.76435122653683,65.76435122653683,65.76435122653683,65.76435122653683,65.76435122653683
298,69.52132662527016,69.52132662527016,69.52132662527016,69.52132662527016,69.52132662527016
299,67.04702769306252,67.04702769306252,67.04702769306252,67.04702769306252,67.04702769306252
300,63.68166063869842,63.68166063869842,63.68166063869842,63.68166063869842,63.68166063869842
301,67.23377816810596,67.23377816810596,67.23377816810596,67.23377816810596,67.23377816810596
302,69.81545249346625,69.81545249346625,69.81545249346625,69.81545249346625,69.81545249346625
303,59.27717523626054,59.27717523626054,59.27717523626054,59.27717523626054,59.27717523626054
304,70.0463659482929,70.0463659482929,70.0463659482929,70.0463659482929,70.0463659482929
305,63.52129146117158,63.52129146117158,63.52129146117158,63.52129146117158,63.52129146117158
306,66.37176556211129,66.37176556211129,66.37176556211129,66.37176556211129,66.37176556211129
307,70.62861354252242,70.62861354252242,70.62861354252242,70.62861354252242,70.62861354252242
308,59.36661315119053,59.36661315119053,59.36661315119053,59.36661315119053,59.36661315119053
309,63.50854918957047,63.50854918957047,63.50854918957047,63.50854918957047,63.50854918957047
310,66.3098680263116,66.3098680263116,66.3098680263116,66.3098680263116,66.3098680263116
311,59.08225098638488,59.08225098638488,59.08225098638488,59.08225098638488,59.08225098638488
312,59.28790293346624,59.28790293346624,59.28790293346624,59.28790293346624,59.28790293346624
313,65.77170759731881,65.77170759731881,65.77170759731881,65.77170759731881,65.77170759731881
314,59.59630157776966,59.59630157776966,59.59630157776966,59.59630157776966,59.59630157776966
315,69.42758326400013,69.42758326400013,69.42758326400013,69.42758326400013,69.42758326400013
316,65.37532146861655,65.37532146861655,65.37532146861655,65.37532146861655,65.37532146861655
317,64.89420239731997,64.89420239731997,64.89420239731997,64.89420239731997,64.89420239731997
318,61.76027655999584,61.76027655999584,61.76027655999584,61.76027655999584,61.76027655999584
319,68.93353632080267,68.93353632080267,68.93353632080267,68.93353632080267,68.93353632080267
320,67.8618126911606,67.8618126911606,67.8618126911606,67.8618126911606,67.8618126911606
321,66.36019383695204,66.36019383695204,66.36019383695204,66.36019383695204,66.36019383695204
322,68.08593095607077,68.08593095607077,68.08593095607077,68.08593095607077,68.08593095607077
323,62.81486731012661,62.81486731012661,62.81486731012661,62.81486731012661,62.81486731012661
324,60.51803505848293,60.51803505848293,60.51803505848293,60.51803505848293,60.51803505848293
325,63.05948180546664,63.05948180546664,63.05948180546664,63.05948180546664,63.05948180546664
326,62.21504808317491,62.21504808317491,62.21504808317491,62.21504808317491,62.21504808317491
327,70.1342347191791,70.1342347191791,70.1342347191791,70.1342347191791,70.1342347191791
328,70.70074666323232,70.70074666323232,70.70074666323232,70.70074666323232,70.70074666323232
329,67.66503933170054,67.66503933170054,67.66503933170054,67.66503933170054,67.66503933170054
